Epoch,Loss,Accuracy,VAL_Loss,VAL_Accuracy
1,0.008742384632,0.6224973647,0.019371261,0.2685
2,0.007776147516928559,0.6685504369806559,0.018360662639141084,0.27625
3,0.007061470666130353,0.6904259107142228,0.016048287391662596,0.35775
4,0.006553663280298014,0.7142897433818319,0.015489182770252227,0.37925
5,0.00626259890852234,0.728416258007199,0.01528858721256256,0.39325
6,0.006004735341354116,0.7373709241285946,0.015281643211841583,0.38975
7,0.005763701568248689,0.7459342642895671,0.014135976284742356,0.4415
8,0.005624060220495407,0.7505561411734843,0.015342136532068253,0.4105
9,0.005488998309508497,0.756038230078512,0.014103745847940444,0.4525
10,0.0052184225212803,0.7674325138991225,0.0138455266356468,0.45575
